Trinormal distribution
 Iter        X1        X2        X3
  776    0.8656    1.6968    2.9187
  777    0.9291    1.8384    3.0403
  778    0.9002    1.7848    3.0079
  779    0.9341    1.8794    2.8023
  780    1.0161    1.7553    2.8307
  781    1.0769    2.0738    2.6274
  782    1.1073    2.0889    2.7720
  783    1.1302    2.0367    2.8475
  784    1.1011    2.2288    2.8315
  785    1.0400    2.1312    3.0891
  786    1.0370    2.0687    3.1451
  787    1.0670    2.0700    3.5042
  788    0.9981    1.8978    3.5892
  789    1.1551    1.7490    4.0345
  790    1.0842    1.7442    3.9662
  791    1.0547    1.4569    3.6794
  792    1.1458    1.6802    3.5633
  793    1.1296    1.6994    3.4070
  794    1.2278    1.8647    3.2791
  795    1.1989    2.1951    2.8968
  796    1.2216    2.0164    3.2716
  797    1.1375    2.1133    3.3564
  798    1.1738    2.3368    3.1061
  799    1.1178    2.0676    3.4072
  800    0.8703    1.6956    3.2807
  801    1.0599    1.7723    3.6700
  802    1.0713    1.7605    3.5174
  803    1.1898    1.9241    3.5750
  804    1.1891    2.1314    3.3208
  805    1.1474    1.9929    3.4718
  806    1.1542    1.9785    3.2389
  807    1.0694    1.7598    3.4104
  808    0.9577    1.8295    2.9906
  809    1.0098    1.9901    2.9281
  810    0.9722    2.0360    2.9613
  811    1.0224    2.1825    2.4921
  812    1.0467    2.2568    2.7564
  813    0.9326    2.0787    2.7103
  814    0.9434    1.8971    2.6191
  815    1.0029    1.8259    3.0272
  816    0.9974    1.8777    3.0286
  817    0.9343    1.8818    3.0135
  818    0.8731    2.1027    2.7429
  819    0.8574    1.8096    2.9476
  820    0.9556    1.9772    2.8477
  821    1.0696    1.9523    2.9166
  822    1.0118    1.7591    3.0659
  823    1.0130    1.8910    3.4389
  824    1.1481    1.8639    3.4106
  825    1.0074    1.9016    2.6392
  826    1.1151    2.0457    2.9767
  827    0.9208    2.0658    2.8684
  828    0.9008    1.8989    2.9668
  829    0.9829    2.0761    3.0573
  830    0.9489    2.1652    2.8599
  831    0.9095    2.1869    2.7969
  832    0.8637    2.2125    2.6234
  833    1.0572    2.0198    3.0421
  834    0.9239    1.9534    2.6927
  835    0.8838    2.0309    2.5778
  836    0.9497    2.0571    2.5257
  837    1.0287    2.1202    2.5842
  838    1.0474    2.1530    2.9044
  839    1.0413    2.1696    2.9757
  840    1.1293    2.1996    3.3473
  841    1.0832    2.0481    3.2768
  842    1.1470    2.0863    3.4316
  843    1.1873    2.1270    3.2206
  844    1.1775    2.4832    2.8336
  845    1.1318    2.2758    3.2085
  846    1.1563    2.0917    3.5398
  847    1.2023    2.2297    3.5041
  848    1.1359    2.2406    3.2295
  849    1.1320    2.1732    2.9472
  850    1.0505    2.5313    2.9881
  851    1.0107    2.3205    3.2121
  852    0.9406    2.1657    3.0546
  853    1.0954    1.9889    3.5534
  854    1.1568    1.9114    3.5379
  855    1.1186    1.8152    3.4350
  856    0.9157    1.6315    3.3927
  857    0.9245    1.4599    3.4952
  858    0.9508    1.7730    3.4376
  859    0.9466    1.9676    3.2480
  860    0.9179    1.7363    3.4723
  861    1.0307    1.5859    3.4314
  862    0.8761    2.0277    2.8509
  863    0.8980    1.9055    3.0915
  864    0.9502    2.0144    2.7647
  865    0.8436    1.8768    2.7819
  866    0.9689    1.7829    3.3811
  867    0.8179    2.0058    2.7086
  868    0.8985    2.1424    2.8557
  869    1.0222    1.8784    2.9940
  870    1.0313    1.7485    3.3557
  871    1.0219    2.1841    2.9503
  872    1.0650    2.0076    3.0876
  873    1.1573    1.9720    3.3364
  874    1.0645    1.8216    3.3682
  875    1.1375    2.3111    2.9861
  876    1.0507    2.3334    3.0446
  877    1.0262    2.0817    3.1586
  878    1.0604    2.1316    3.0924
  879    1.0750    2.0435    3.2121
  880    1.0655    2.1274    2.9115
  881    1.0087    2.0273    2.6632
  882    1.1030    2.1761    3.0382
  883    1.0851    2.2684    2.7242
  884    1.0183    2.1348    2.4475
  885    1.0325    1.9650    2.6588
  886    0.9143    1.6635    2.7116
  887    0.9855    1.6020    2.8250
  888    0.8598    1.7067    2.5187
  889    0.8259    1.8464    2.3835
  890    0.8235    1.7631    2.6848
  891    0.6376    1.8204    2.3795
  892    0.6584    2.0684    2.4196
  893    0.8243    2.2348    2.5996
  894    0.7942    2.1449    2.7534
  895    0.7855    2.0105    2.5346
  896    0.8479    1.8668    2.5728
  897    0.9602    1.8419    2.8927
  898    1.1654    1.9366    3.3637
  899    1.1177    1.8817    3.0521
  900    0.9830    1.6947    3.3802
  901    0.9864    1.6272    3.4004
  902    1.0424    1.6106    3.5642
  903    0.9091    1.5189    2.8326
  904    0.7934    1.9807    2.1032
  905    0.8970    2.1246    2.5054
  906    0.9932    2.1904    2.5791
  907    0.9625    1.9897    2.8210
  908    0.9882    2.1652    2.6280
  909    0.9841    1.9175    2.8547
  910    0.9405    1.7515    3.0101
  911    1.0366    1.9815    2.6296
  912    0.9809    1.8685    2.5960
  913    0.9148    1.7929    2.4776
  914    0.8699    1.6200    2.5321
  915    0.8306    1.5239    2.6376
  916    0.8155    1.8482    2.3341
  917    0.8006    2.0587    2.6901
  918    0.8336    1.7097    3.1082
  919    0.9570    1.7699    3.1820
  920    0.8515    1.9240    2.8905
  921    0.8904    2.1429    3.0473
  922    0.7506    2.2496    2.7519
  923    0.8214    2.4434    2.6364
  924    0.9725    2.6429    2.6770
  925    0.8857    2.5793    2.4523
  926    0.9051    2.4138    2.1865
  927    0.9011    2.1999    2.3984
  928    0.9628    2.0051    2.4903
  929    1.0216    2.2006    2.7344
  930    1.0187    2.2139    2.8571
  931    1.0242    2.1275    3.1155
  932    0.9270    1.9656    2.9347
  933    0.9819    2.0725    2.6941
  934    0.9613    2.1519    2.7632
  935    1.0564    2.5199    2.7663
  936    1.1660    2.3387    2.9798
  937    1.0773    2.1961    2.7600
  938    1.0097    1.9665    3.1417
  939    0.9053    1.9845    2.6314
  940    0.9708    1.9450    3.0693
  941    0.9647    1.9731    2.8952
  942    1.1063    1.9785    3.1085
  943    1.1225    1.7349    3.3022
  944    1.1067    1.6563    3.2784
  945    1.1263    1.8151    3.5922
  946    1.1116    1.8386    3.5628
  947    1.0176    2.2214    2.9325
  948    1.0225    1.7820    3.3886
  949    0.9175    1.8163    3.1792
  950    0.9702    2.1464    3.1015
  951    0.8783    1.8800    2.8826
  952    0.8421    1.7956    3.1368
  953    0.8727    1.8448    3.0664
  954    0.9528    1.9429    3.1927
  955    1.1410    2.0511    3.6486
  956    1.0910    2.1310    3.6403
  957    1.0570    1.9800    3.5817
  958    1.0723    2.0099    3.5119
  959    1.2290    2.1156    3.6721
  960    1.1306    1.7813    3.8906
  961    0.9793    1.7133    3.8678
  962    1.0567    1.6814    3.7795
  963    0.8209    1.7797    3.1987
  964    0.8082    1.7638    3.2155
  965    0.9286    1.9928    3.4203
  966    0.9738    2.1358    3.3850
  967    1.1098    2.1807    3.4900
  968    1.0821    2.5294    2.9796
  969    1.2815    2.3840    3.3913
  970    1.2406    2.2597    3.2306
  971    1.1713    2.0610    3.3319
  972    1.2600    2.1253    3.5247
  973    1.1832    2.3152    2.9754
  974    1.1772    1.9946    3.3601
  975    1.1080    1.6258    3.7824
  976    1.1749    1.7705    3.8025
  977    1.2244    1.9190    3.4503
  978    0.9793    1.6583    3.3997
  979    1.0861    1.9168    3.3353
  980    1.0663    2.0263    2.8438
  981    1.0551    2.1410    2.9959
  982    1.0804    2.0650    3.1932
  983    1.2095    2.1828    3.3606
  984    1.1070    2.1609    3.2241
  985    1.0581    2.1958    2.8612
  986    1.0191    2.1386    2.8643
  987    1.0574    2.0039    3.2039
  988    0.9076    1.8187    2.8709
  989    0.9994    2.0144    2.8507
  990    0.8182    1.9009    2.9043
  991    0.9857    1.6914    3.4025
  992    1.1475    1.9068    3.6008
  993    1.1418    2.0939    3.1717
  994    1.1312    1.9294    3.2894
  995    1.0615    2.1423    2.9605
  996    0.9454    2.0957    3.1281
  997    0.9162    2.1717    2.9410
  998    0.8611    1.9900    2.8321
  999    0.9034    2.0687    2.7758
 1000    1.0698    1.9704    3.0160
